id,subfolder,target,pa_conj
air/Royal_Society_Corpus_open_v6.0_text_106666_1788.txt/887,1785,['air/N'],['part/N']
air/Royal_Society_Corpus_open_v6.0_text_106666_1788.txt/894,1785,['air/N'],['metal/N']
air/Royal_Society_Corpus_open_v6.0_text_106614_1786.txt/804,1785,['air/N'],['lacertae/N']
air/Royal_Society_Corpus_open_v6.0_text_106620_1786.txt/3792,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106716_1787.txt/1248,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106716_1787.txt/10418,1785,['air/N'],['glass/N']
air/Royal_Society_Corpus_open_v6.0_text_106716_1787.txt/12621,1785,['air/N'],['furnish/V']
air/Royal_Society_Corpus_open_v6.0_text_106757_1785.txt/1514,1785,['air/N'],['thermometer/N']
air/Royal_Society_Corpus_open_v6.0_text_106647_1788.txt/1537,1785,['air/N'],['earth/N']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/885,1785,['air/N'],['form/V']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/3671,1785,['air/N'],['nitrous/N']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/6476,1785,['air/N'],['Alkaline/P']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/9472,1785,['air/N'],['alkaline/N']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/10023,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/11039,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/11052,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106617_1786.txt/11210,1785,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106634_1786.txt/4873,1785,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_106766_1785.txt/1718,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106766_1785.txt/2973,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106766_1785.txt/3575,1785,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_106766_1785.txt/4172,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/14,1785,['air/N'],['Acid/P']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/106,1785,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/282,1785,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/655,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/749,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/838,1785,['air/N'],['vapour/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/873,1785,['air/N'],['receive/V']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/918,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/1862,1785,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/1955,1785,['air/N'],['metal/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/2141,1785,['air/N'],['fume/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/2417,1785,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/2443,1785,['air/N'],['kind/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/2557,1785,['air/N'],['strong/A']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/2968,1785,['air/N'],['atmospherical/A']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/3479,1785,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/3968,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/4192,1785,['air/N'],['fume/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/4257,1785,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106699_1789.txt/4647,1785,['air/N'],['calx/N']
air/Royal_Society_Corpus_open_v6.0_text_106698_1789.txt/2054,1785,['air/N'],['liquor/N']
air/Royal_Society_Corpus_open_v6.0_text_106698_1789.txt/2754,1785,['air/N'],['phlogiston/N']
air/Royal_Society_Corpus_open_v6.0_text_106698_1789.txt/2897,1785,['air/N'],['melt/V']
air/Royal_Society_Corpus_open_v6.0_text_106698_1789.txt/3005,1785,['air/N'],['measure/N']
air/Royal_Society_Corpus_open_v6.0_text_106698_1789.txt/3139,1785,['air/N'],['marry/N']
air/Royal_Society_Corpus_open_v6.0_text_106698_1789.txt/4168,1785,['air/N'],['blue/N']
air/Royal_Society_Corpus_open_v6.0_text_106758_1785.txt/716,1785,['air/N'],['vessel/N']
air/Royal_Society_Corpus_open_v6.0_text_106758_1785.txt/1118,1785,['air/N'],['union/N']
air/Royal_Society_Corpus_open_v6.0_text_106758_1785.txt/3498,1785,['air/N'],['retort/N']
air/Royal_Society_Corpus_open_v6.0_text_106758_1785.txt/5240,1785,['air/N'],['ofthem/N']
air/Royal_Society_Corpus_open_v6.0_text_106758_1785.txt/5639,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106758_1785.txt/8708,1785,['air/N'],['produce/V']
air/Royal_Society_Corpus_open_v6.0_text_106758_1785.txt/10936,1785,['air/N'],['part/N']
air/Royal_Society_Corpus_open_v6.0_text_106626_1786.txt/1153,1785,['air/N'],['ball/N']
air/Royal_Society_Corpus_open_v6.0_text_106626_1786.txt/7374,1785,['air/N'],['power/N']
air/Royal_Society_Corpus_open_v6.0_text_106626_1786.txt/8497,1785,['air/N'],['thermometer/N']
air/Royal_Society_Corpus_open_v6.0_text_106626_1786.txt/10543,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106626_1786.txt/10546,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106626_1786.txt/10928,1785,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_105807_1769.txt/1315,1765,['air/N'],['substance/N']
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/1621,1765,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/1697,1765,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/4292,1765,['air/N'],['wine/N']
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/4298,1765,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/4365,1765,['air/N'],['they/P']
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/5786,1765,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/785,1765,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/2492,1765,['air/N'],['earth/N']
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/2946,1765,['air/N'],['temper/N']
air/Royal_Society_Corpus_open_v6.0_text_105438_1765.txt/9013,1765,['air/N'],['salt/N']
air/Royal_Society_Corpus_open_v6.0_text_105438_1765.txt/9117,1765,['air/N'],['light/N']
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3108,1765,['air/N'],['fluid/N']
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/14265,1765,['air/N'],['zinc/N']
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/14337,1765,['air/N'],['zinc/N']
air/Royal_Society_Corpus_open_v6.0_text_105936_1767.txt/1995,1765,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_105936_1767.txt/2350,1765,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_105936_1767.txt/4044,1765,['air/N'],['earth/N']
air/Royal_Society_Corpus_open_v6.0_text_105936_1767.txt/4127,1765,['air/N'],['vessel/N']
air/Royal_Society_Corpus_open_v6.0_text_105936_1767.txt/5282,1765,['air/N'],['grain/N']
air/Royal_Society_Corpus_open_v6.0_text_105812_1769.txt/561,1765,['air/N'],['56/N']
air/Royal_Society_Corpus_open_v6.0_text_106785_1792.txt/3035,1790,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_106788_1792.txt/936,1790,['air/N'],['blackerzed3/N']
air/Royal_Society_Corpus_open_v6.0_text_106876_1791.txt/15384,1790,['air/N'],['fire/N']
air/Royal_Society_Corpus_open_v6.0_text_106876_1791.txt/15881,1790,['air/N'],['heat/N']
air/Royal_Society_Corpus_open_v6.0_text_106876_1791.txt/15992,1790,['air/N'],['variety/N']
air/Royal_Society_Corpus_open_v6.0_text_106876_1791.txt/16176,1790,['air/N'],['fire/N']
air/Royal_Society_Corpus_open_v6.0_text_106868_1791.txt/2739,1790,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106776_1792.txt/5430,1790,['air/N'],['substance/N']
air/Royal_Society_Corpus_open_v6.0_text_106776_1792.txt/5491,1790,['air/N'],['substance/N']
air/Royal_Society_Corpus_open_v6.0_text_106776_1792.txt/5912,1790,['air/N'],['rlothing/N']
air/Royal_Society_Corpus_open_v6.0_text_106776_1792.txt/8679,1790,['air/N'],['substance/N']
air/Royal_Society_Corpus_open_v6.0_text_106776_1792.txt/8798,1790,['air/N'],['t/N']
air/Royal_Society_Corpus_open_v6.0_text_106867_1791.txt/6875,1790,['air/N'],['weather/N']
air/Royal_Society_Corpus_open_v6.0_text_106867_1791.txt/7452,1790,['air/N'],['insulation/N']
air/Royal_Society_Corpus_open_v6.0_text_106833_1790.txt/90,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106833_1790.txt/800,1790,['air/N'],['phlogiston/N']
air/Royal_Society_Corpus_open_v6.0_text_106833_1790.txt/830,1790,['air/N'],['atmospherical/A']
air/Royal_Society_Corpus_open_v6.0_text_106833_1790.txt/1381,1790,['air/N'],['blood/N']
air/Royal_Society_Corpus_open_v6.0_text_106775_1792.txt/3392,1790,['air/N'],['gunpowder/N']
air/Royal_Society_Corpus_open_v6.0_text_106775_1792.txt/6021,1790,['air/N'],['gunposvder/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/301,1790,['air/N'],['basis/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/486,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/1118,1790,['air/N'],['charcoal/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/1280,1790,['air/N'],['charcoal/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/3094,1790,['air/N'],['production/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/3217,1790,['air/N'],['pllosplao^us/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/3762,1790,['air/N'],['acid/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/3872,1790,['air/N'],['phosphorus/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/4052,1790,['air/N'],['substance/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/4293,1790,['air/N'],['phosphorus/N']
air/Royal_Society_Corpus_open_v6.0_text_106790_1792.txt/6310,1790,['air/N'],['sulphur/N']
air/Royal_Society_Corpus_open_v6.0_text_106796_1792.txt/3545,1790,['air/N'],['medium/N']
air/Royal_Society_Corpus_open_v6.0_text_106779_1792.txt/160,1790,['air/N'],['fixedv/N']
air/Royal_Society_Corpus_open_v6.0_text_106779_1792.txt/392,1790,['air/N'],['liver/N']
air/Royal_Society_Corpus_open_v6.0_text_106779_1792.txt/1265,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106854_1791.txt/1043,1790,['air/N'],['precaution/N']
air/Royal_Society_Corpus_open_v6.0_text_106794_1792.txt/895,1790,['air/N'],['pure/A']
air/Royal_Society_Corpus_open_v6.0_text_106794_1792.txt/1673,1790,['air/N'],['weigh/V']
air/Royal_Society_Corpus_open_v6.0_text_106794_1792.txt/2976,1790,['air/N'],['calx/N']
air/Royal_Society_Corpus_open_v6.0_text_106787_1792.txt/1031,1790,['air/N'],['heat/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/98,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/459,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/510,1790,['air/N'],['advantage/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/599,1790,['air/N'],['spark/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/865,1790,['air/N'],['know/V']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/1853,1790,['air/N'],['seem/V']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/2342,1790,['air/N'],['substance/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/3559,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/5686,1790,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/6199,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/6601,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/6915,1790,['air/N'],['nothing/P']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/7086,1790,['air/N'],['part/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/7617,1790,['air/N'],['experiment/N']
air/Royal_Society_Corpus_open_v6.0_text_106830_1790.txt/7637,1790,['air/N'],['charcoal/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/3641,1790,['air/N'],['alkaline/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/4006,1790,['air/N'],['measure/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/4770,1790,['air/N'],['animal/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/4915,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/6023,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/6028,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/6129,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/6593,1790,['air/N'],['take/V']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/7937,1790,['air/N'],['alkaline/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/8592,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/9554,1790,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_106847_1790.txt/11805,1790,['air/N'],['substance/N']
air/Royal_Society_Corpus_open_v6.0_text_104949_1755.txt/2225,1755,['air/N'],['ague/N']
air/Royal_Society_Corpus_open_v6.0_text_105255_1757.txt/1696,1755,['air/N'],['wine/N']
air/Royal_Society_Corpus_open_v6.0_text_105431_1759.txt/700,1755,['air/N'],['sun/N']
air/Royal_Society_Corpus_open_v6.0_text_105431_1759.txt/970,1755,['air/N'],['time/N']
air/Royal_Society_Corpus_open_v6.0_text_105425_1759.txt/1143,1755,['air/N'],['earth/N']
air/Royal_Society_Corpus_open_v6.0_text_105425_1759.txt/1970,1755,['air/N'],['earth/N']
air/Royal_Society_Corpus_open_v6.0_text_105381_1759.txt/9913,1755,['air/N'],['flux/N']
air/Royal_Society_Corpus_open_v6.0_text_105381_1759.txt/9972,1755,['air/N'],['earth/N']
air/Royal_Society_Corpus_open_v6.0_text_105263_1757.txt/2821,1755,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/1425,1755,['air/N'],['air/N']
air/Royal_Society_Corpus_open_v6.0_text_107331_1811.txt/985,1810,['air/N'],['heat/N']
air/Royal_Society_Corpus_open_v6.0_text_107224_1810.txt/9902,1810,['air/N'],['food/N']
air/Royal_Society_Corpus_open_v6.0_text_107224_1810.txt/9926,1810,['air/N'],['food/N']
air/Royal_Society_Corpus_open_v6.0_text_107221_1810.txt/3379,1810,['air/N'],['water/N']
air/Royal_Society_Corpus_open_v6.0_text_107212_1810.txt/1324,1810,['air/N'],['sun/N']
air/Royal_Society_Corpus_open_v6.0_text_107308_1812.txt/5212,1810,['air/N'],['light/N']
air/Royal_Society_Corpus_open_v6.0_text_107343_1811.txt/1210,1810,['air/N'],['contact/N']
air/Royal_Society_Corpus_open_v6.0_text_107406_1813.txt/7375,1810,['air/N'],['moisture/N']
